kind,n,seed,repeat,algo,ms,batch,compares,moves,buffer_bytes,stable_observed,record_bytes
sorted,2048,20260924,2,insertion,0.001229980,2048,2047,0,16,1,16
sorted,2048,20260924,2,merge,0.027547486,179,11264,45056,32768,1,16
sorted,2048,20260924,3,insertion,0.001286133,2048,2047,0,16,1,16
sorted,2048,20260924,3,merge,0.027027933,179,11264,45056,32768,1,16
sorted,2048,20260924,3,heap,0.044495726,117,40204,65592,16,1,16
sorted,2048,20260924,4,merge,0.029312849,179,11264,45056,32768,1,16
sorted,2048,20260924,4,heap,0.044205128,117,40204,65592,16,1,16
sorted,2048,20260924,4,insertion,0.001275879,2048,2047,0,16,1,16
reversed,2048,20260922,0,merge,0.026525140,179,11264,45056,32768,1,16
reversed,2048,20260922,0,heap,0.039392000,125,36973,57762,16,1,16
reversed,2048,20260922,0,insertion,1.282400000,5,2098175,2100222,16,1,16
reversed,2048,20260922,1,heap,0.039048000,125,36973,57762,16,1,16
reversed,2048,20260922,1,insertion,1.296400000,5,2098175,2100222,16,1,16
reversed,2048,20260922,1,merge,0.026860335,179,11264,45056,32768,1,16
reversed,2048,20260922,2,insertion,1.239400000,5,2098175,2100222,16,1,16
reversed,2048,20260922,2,merge,0.027318436,179,11264,45056,32768,1,16
reversed,2048,20260922,2,heap,0.039632000,125,36973,57762,16,1,16
reversed,2048,20260922,3,merge,0.027229050,179,11264,45056,32768,1,16
reversed,2048,20260922,3,heap,0.040504000,125,36973,57762,16,1,16
reversed,2048,20260922,3,insertion,1.230400000,5,2098175,2100222,16,1,16
reversed,2048,20260922,4,heap,0.038176000,125,36973,57762,16,1,16
reversed,2048,20260922,4,insertion,1.306600000,5,2098175,2100222,16,1,16
reversed,2048,20260922,4,merge,0.029346369,179,11264,45056,32768,1,16
reversed,2048,20260923,0,heap,0.041409836,122,36973,57762,16,1,16
reversed,2048,20260923,0,insertion,1.339250000,4,2098175,2100222,16,1,16
reversed,2048,20260923,0,merge,0.029061728,162,11264,45056,32768,1,16
reversed,2048,20260923,1,insertion,1.244750000,4,2098175,2100222,16,1,16
reversed,2048,20260923,1,merge,0.028932099,162,11264,45056,32768,1,16
reversed,2048,20260923,1,heap,0.039344262,122,36973,57762,16,1,16
reversed,2048,20260923,2,merge,0.027814815,162,11264,45056,32768,1,16
reversed,2048,20260923,2,heap,0.040803279,122,36973,57762,16,1,16
reversed,2048,20260923,2,insertion,1.228000000,4,2098175,2100222,16,1,16
reversed,2048,20260923,3,heap,0.038327869,122,36973,57762,16,1,16
reversed,2048,20260923,3,insertion,1.285250000,4,2098175,2100222,16,1,16
reversed,2048,20260923,3,merge,0.026197531,162,11264,45056,32768,1,16
reversed,2048,20260923,4,insertion,1.261000000,4,2098175,2100222,16,1,16
reversed,2048,20260923,4,merge,0.026888889,162,11264,45056,32768,1,16
reversed,2048,20260923,4,heap,0.040352459,122,36973,57762,16,1,16
reversed,2048,20260924,0,insertion,1.272250000,4,2098175,2100222,16,1,16
reversed,2048,20260924,0,merge,0.027597765,179,11264,45056,32768,1,16
reversed,2048,20260924,0,heap,0.040477273,132,36973,57762,16,1,16
reversed,2048,20260924,1,merge,0.026877095,179,11264,45056,32768,1,16
reversed,2048,20260924,1,heap,0.040621212,132,36973,57762,16,1,16
reversed,2048,20260924,1,insertion,1.327250000,4,2098175,2100222,16,1,16
reversed,2048,20260924,2,heap,0.040363636,132,36973,57762,16,1,16
reversed,2048,20260924,2,insertion,1.330750000,4,2098175,2100222,16,1,16
reversed,2048,20260924,2,merge,0.026715084,179,11264,45056,32768,1,16
reversed,2048,20260924,3,insertion,1.273750000,4,2098175,2100222,16,1,16
reversed,2048,20260924,3,merge,0.028262570,179,11264,45056,32768,1,16
reversed,2048,20260924,3,heap,0.039166667,132,36973,57762,16,1,16
reversed,2048,20260924,4,merge,0.027173184,179,11264,45056,32768,1,16
reversed,2048,20260924,4,heap,0.040590909,132,36973,57762,16,1,16
reversed,2048,20260924,4,insertion,1.274500000,4,2098175,2100222,16,1,16
few_unique,2048,20260922,0,merge,0.052111111,72,19251,45056,32768,1,16
few_unique,2048,20260922,0,heap,0.042695238,105,35153,54666,16,0,16
few_unique,2048,20260922,0,insertion,0.596200000,10,932127,931883,16,1,16
few_unique,2048,20260922,1,heap,0.041542857,105,35153,54666,16,0,16
few_unique,2048,20260922,1,insertion,0.578800000,10,932127,931883,16,1,16
few_unique,2048,20260922,1,merge,0.055597222,72,19251,45056,32768,1,16
few_unique,2048,20260922,2,insertion,0.569000000,10,932127,931883,16,1,16
few_unique,2048,20260922,2,merge,0.051111111,72,19251,45056,32768,1,16
few_unique,2048,20260922,2,heap,0.043457143,105,35153,54666,16,0,16
few_unique,2048,20260922,3,merge,0.053194444,72,19251,45056,32768,1,16
few_unique,2048,20260922,3,heap,0.040752381,105,35153,54666,16,0,16
few_unique,2048,20260922,3,insertion,0.563600000,10,932127,931883,16,1,16
few_unique,2048,20260922,4,heap,0.044285714,105,35153,54666,16,0,16
few_unique,2048,20260922,4,insertion,0.566600000,10,932127,931883,16,1,16
few_unique,2048,20260922,4,merge,0.053902778,72,19251,45056,32768,1,16
few_unique,2048,20260923,0,heap,0.045029703,101,35109,54609,16,0,16
few_unique,2048,20260923,0,insertion,0.545000000,9,923883,923625,16,1,16
few_unique,2048,20260923,0,merge,0.052025000,80,19180,45056,32768,1,16
few_unique,2048,20260923,1,insertion,0.566666667,9,923883,923625,16,1,16
few_unique,2048,20260923,1,merge,0.054875000,80,19180,45056,32768,1,16
few_unique,2048,20260923,1,heap,0.041990099,101,35109,54609,16,0,16
few_unique,2048,20260923,2,merge,0.051537500,80,19180,45056,32768,1,16
few_unique,2048,20260923,2,heap,0.044574257,101,35109,54609,16,0,16
few_unique,2048,20260923,2,insertion,0.550555556,9,923883,923625,16,1,16
few_unique,2048,20260923,3,heap,0.040584158,101,35109,54609,16,0,16
few_unique,2048,20260923,3,insertion,0.555555556,9,923883,923625,16,1,16
few_unique,2048,20260923,3,merge,0.054325000,80,19180,45056,32768,1,16
few_unique,2048,20260923,4,insertion,0.546888889,9,923883,923625,16,1,16
few_unique,2048,20260923,4,merge,0.051050000,80,19180,45056,32768,1,16
few_unique,2048,20260923,4,heap,0.043435644,101,35109,54609,16,0,16
few_unique,2048,20260924,0,insertion,0.537444444,9,905189,904936,16,1,16
few_unique,2048,20260924,0,merge,0.052353659,82,19187,45056,32768,1,16
few_unique,2048,20260924,0,heap,0.041613861,101,34929,54312,16,0,16
few_unique,2048,20260924,1,merge,0.053670732,82,19187,45056,32768,1,16
few_unique,2048,20260924,1,heap,0.041693069,101,34929,54312,16,0,16
few_unique,2048,20260924,1,insertion,0.559222222,9,905189,904936,16,1,16
few_unique,2048,20260924,2,heap,0.043653465,101,34929,54312,16,0,16
few_unique,2048,20260924,2,insertion,0.544333333,9,905189,904936,16,1,16
few_unique,2048,20260924,2,merge,0.051658537,82,19187,45056,32768,1,16
few_unique,2048,20260924,3,insertion,0.547777778,9,905189,904936,16,1,16
few_unique,2048,20260924,3,merge,0.055621951,82,19187,45056,32768,1,16
few_unique,2048,20260924,3,heap,0.040267327,101,34929,54312,16,0,16
few_unique,2048,20260924,4,merge,0.051487805,82,19187,45056,32768,1,16
few_unique,2048,20260924,4,heap,0.042930693,101,34929,54312,16,0,16
few_unique,2048,20260924,4,insertion,0.547888889,9,905189,904936,16,1,16
nearly_sorted,2048,20260922,0,merge,0.026887097,186,11275,45056,32768,1,16
nearly_sorted,2048,20260922,0,heap,0.045866071,112,40222,65724,16,1,16
nearly_sorted,2048,20260922,0,insertion,0.001808105,2048,2083,54,16,1,16
nearly_sorted,2048,20260922,1,heap,0.047598214,112,40222,65724,16,1,16
nearly_sorted,2048,20260922,1,insertion,0.001411621,2048,2083,54,16,1,16
nearly_sorted,2048,20260922,1,merge,0.028258065,186,11275,45056,32768,1,16
nearly_sorted,2048,20260922,2,insertion,0.001447266,2048,2083,54,16,1,16
nearly_sorted,2048,20260922,2,merge,0.028139785,186,11275,45056,32768,1,16
nearly_sorted,2048,20260922,2,heap,0.048678571,112,40222,65724,16,1,16
nearly_sorted,2048,20260922,3,merge,0.027451613,186,11275,45056,32768,1,16
nearly_sorted,2048,20260922,3,heap,0.046517857,112,40222,65724,16,1,16
nearly_sorted,2048,20260922,3,insertion,0.001592285,2048,2083,54,16,1,16
nearly_sorted,2048,20260922,4,heap,0.044803571,112,40222,65724,16,1,16
nearly_sorted,2048,20260922,4,insertion,0.001452637,2048,2083,54,16,1,16
nearly_sorted,2048,20260922,4,merge,0.026736559,186,11275,45056,32768,1,16
nearly_sorted,2048,20260923,0,heap,0.046348624,109,40287,65808,16,1,16
nearly_sorted,2048,20260923,0,insertion,0.002391608,715,2087,60,16,1,16
nearly_sorted,2048,20260923,0,merge,0.026923077,117,11277,45056,32768,1,16
nearly_sorted,2048,20260923,1,insertion,0.001379021,715,2087,60,16,1,16
nearly_sorted,2048,20260923,1,merge,0.028136752,117,11277,45056,32768,1,16
nearly_sorted,2048,20260923,1,heap,0.047339450,109,40287,65808,16,1,16
nearly_sorted,2048,20260923,2,merge,0.027495726,117,11277,45056,32768,1,16
nearly_sorted,2048,20260923,2,heap,0.045431193,109,40287,65808,16,1,16
nearly_sorted,2048,20260923,2,insertion,0.001408392,715,2087,60,16,1,16
nearly_sorted,2048,20260923,3,heap,0.047422018,109,40287,65808,16,1,16
nearly_sorted,2048,20260923,3,insertion,0.001362238,715,2087,60,16,1,16
nearly_sorted,2048,20260923,3,merge,0.026623932,117,11277,45056,32768,1,16
nearly_sorted,2048,20260923,4,insertion,0.001401399,715,2087,60,16,1,16
nearly_sorted,2048,20260923,4,merge,0.028444444,117,11277,45056,32768,1,16
nearly_sorted,2048,20260923,4,heap,0.046688073,109,40287,65808,16,1,16
nearly_sorted,2048,20260924,0,insertion,0.001385254,2048,2087,60,16,1,16
nearly_sorted,2048,20260924,0,merge,0.028538860,193,11270,45056,32768,1,16
nearly_sorted,2048,20260924,0,heap,0.043736842,114,40267,65826,16,1,16
nearly_sorted,2048,20260924,1,merge,0.027170984,193,11270,45056,32768,1,16
nearly_sorted,2048,20260924,1,heap,0.045868421,114,40267,65826,16,1,16
nearly_sorted,2048,20260924,1,insertion,0.001420898,2048,2087,60,16,1,16
nearly_sorted,2048,20260924,2,heap,0.046824561,114,40267,65826,16,1,16
nearly_sorted,2048,20260924,2,insertion,0.001375000,2048,2087,60,16,1,16
nearly_sorted,2048,20260924,2,merge,0.028155440,193,11270,45056,32768,1,16
nearly_sorted,2048,20260924,3,insertion,0.001394043,2048,2087,60,16,1,16
nearly_sorted,2048,20260924,3,merge,0.027880829,193,11270,45056,32768,1,16
nearly_sorted,2048,20260924,3,heap,0.046508772,114,40267,65826,16,1,16
nearly_sorted,2048,20260924,4,merge,0.026658031,193,11270,45056,32768,1,16
nearly_sorted,2048,20260924,4,heap,0.045201754,114,40267,65826,16,1,16
nearly_sorted,2048,20260924,4,insertion,0.001512695,2048,2087,60,16,1,16
random,4096,20260922,0,merge,0.206040000,25,43910,98304,65536,1,16
random,4096,20260922,0,heap,0.110744186,43,85684,136413,16,0,16
random,4096,20260922,0,insertion,2.481000000,2,4212625,4212627,16,1,16
random,4096,20260922,1,heap,0.112534884,43,85684,136413,16,0,16
random,4096,20260922,1,insertion,2.545500000,2,4212625,4212627,16,1,16
random,4096,20260922,1,merge,0.187360000,25,43910,98304,65536,1,16
random,4096,20260922,2,insertion,2.502500000,2,4212625,4212627,16,1,16
random,4096,20260922,2,merge,0.197880000,25,43910,98304,65536,1,16
random,4096,20260922,2,heap,0.110465116,43,85684,136413,16,0,16
random,4096,20260922,3,merge,0.186640000,25,43910,98304,65536,1,16
random,4096,20260922,3,heap,0.117348837,43,85684,136413,16,0,16
random,4096,20260922,3,insertion,2.468500000,2,4212625,4212627,16,1,16
random,4096,20260922,4,heap,0.106162791,43,85684,136413,16,0,16
random,4096,20260922,4,insertion,2.508500000,2,4212625,4212627,16,1,16
random,4096,20260922,4,merge,0.197680000,25,43910,98304,65536,1,16
random,4096,20260923,0,heap,0.111318182,44,85780,136845,16,0,16
random,4096,20260923,0,insertion,2.535000000,3,4162143,4162141,16,1,16
random,4096,20260923,0,merge,0.189160000,25,44029,98304,65536,1,16
random,4096,20260923,1,insertion,2.539666667,3,4162143,4162141,16,1,16
random,4096,20260923,1,merge,0.189640000,25,44029,98304,65536,1,16
random,4096,20260923,1,heap,0.109227273,44,85780,136845,16,0,16
random,4096,20260923,2,merge,0.201600000,25,44029,98304,65536,1,16
random,4096,20260923,2,heap,0.113704545,44,85780,136845,16,0,16
random,4096,20260923,2,insertion,2.489666667,3,4162143,4162141,16,1,16
random,4096,20260923,3,heap,0.113181818,44,85780,136845,16,0,16
random,4096,20260923,3,insertion,2.454666667,3,4162143,4162141,16,1,16
random,4096,20260923,3,merge,0.195760000,25,44029,98304,65536,1,16
random,4096,20260923,4,insertion,2.561000000,3,4162143,4162141,16,1,16
random,4096,20260923,4,merge,0.192160000,25,44029,98304,65536,1,16
random,4096,20260923,4,heap,0.110681818,44,85780,136845,16,0,16
random,4096,20260924,0,insertion,2.503500000,2,4169993,4169995,16,1,16
random,4096,20260924,0,merge,0.197560000,25,43984,98304,65536,1,16
random,4096,20260924,0,heap,0.117674419,43,85600,136575,16,0,16
random,4096,20260924,1,merge,0.192520000,25,43984,98304,65536,1,16
random,4096,20260924,1,heap,0.107139535,43,85600,136575,16,0,16
random,4096,20260924,1,insertion,2.602000000,2,4169993,4169995,16,1,16
random,4096,20260924,2,heap,0.110883721,43,85600,136575,16,0,16
random,4096,20260924,2,insertion,2.507500000,2,4169993,4169995,16,1,16
random,4096,20260924,2,merge,0.203400000,25,43984,98304,65536,1,16
random,4096,20260924,3,insertion,2.513000000,2,4169993,4169995,16,1,16
random,4096,20260924,3,merge,0.191520000,25,43984,98304,65536,1,16
random,4096,20260924,3,heap,0.111000000,43,85600,136575,16,0,16
random,4096,20260924,4,merge,0.199120000,25,43984,98304,65536,1,16
random,4096,20260924,4,heap,0.111813953,43,85600,136575,16,0,16
random,4096,20260924,4,insertion,2.441000000,2,4169993,4169995,16,1,16
sorted,4096,20260922,0,merge,0.059985714,70,24576,98304,65536,1,16
sorted,4096,20260922,0,heap,0.092920000,50,88835,145080,16,1,16
sorted,4096,20260922,0,insertion,0.002462891,1024,4095,0,16,1,16
sorted,4096,20260922,1,heap,0.096940000,50,88835,145080,16,1,16
sorted,4096,20260922,1,insertion,0.002451172,1024,4095,0,16,1,16
sorted,4096,20260922,1,merge,0.061114286,70,24576,98304,65536,1,16
sorted,4096,20260922,2,insertion,0.002443359,1024,4095,0,16,1,16
sorted,4096,20260922,2,merge,0.059200000,70,24576,98304,65536,1,16
sorted,4096,20260922,2,heap,0.095440000,50,88835,145080,16,1,16
sorted,4096,20260922,3,merge,0.057528571,70,24576,98304,65536,1,16
sorted,4096,20260922,3,heap,0.088580000,50,88835,145080,16,1,16
sorted,4096,20260922,3,insertion,0.002467773,1024,4095,0,16,1,16
sorted,4096,20260922,4,heap,0.091000000,50,88835,145080,16,1,16
sorted,4096,20260922,4,insertion,0.002439453,1024,4095,0,16,1,16
sorted,4096,20260922,4,merge,0.061057143,70,24576,98304,65536,1,16
sorted,4096,20260923,0,heap,0.090438596,57,88835,145080,16,1,16
sorted,4096,20260923,0,insertion,0.002466797,1024,4095,0,16,1,16
sorted,4096,20260923,0,merge,0.058058824,85,24576,98304,65536,1,16
sorted,4096,20260923,1,insertion,0.002370117,1024,4095,0,16,1,16
sorted,4096,20260923,1,merge,0.059564706,85,24576,98304,65536,1,16
sorted,4096,20260923,1,heap,0.088929825,57,88835,145080,16,1,16
sorted,4096,20260923,2,merge,0.059917647,85,24576,98304,65536,1,16
sorted,4096,20260923,2,heap,0.094315789,57,88835,145080,16,1,16
sorted,4096,20260923,2,insertion,0.002372070,1024,4095,0,16,1,16
sorted,4096,20260923,3,heap,0.093421053,57,88835,145080,16,1,16
sorted,4096,20260923,3,insertion,0.002393555,1024,4095,0,16,1,16
sorted,4096,20260923,3,merge,0.059482353,85,24576,98304,65536,1,16
sorted,4096,20260923,4,insertion,0.002584961,1024,4095,0,16,1,16
sorted,4096,20260923,4,merge,0.059929412,85,24576,98304,65536,1,16
sorted,4096,20260923,4,heap,0.093105263,57,88835,145080,16,1,16
sorted,4096,20260924,0,insertion,0.002744141,1024,4095,0,16,1,16
sorted,4096,20260924,0,merge,0.059785714,84,24576,98304,65536,1,16
sorted,4096,20260924,0,heap,0.093566038,53,88835,145080,16,1,16
sorted,4096,20260924,1,merge,0.056845238,84,24576,98304,65536,1,16
sorted,4096,20260924,1,heap,0.090584906,53,88835,145080,16,1,16
sorted,4096,20260924,1,insertion,0.002554688,1024,4095,0,16,1,16
sorted,4096,20260924,2,heap,0.090377358,53,88835,145080,16,1,16
sorted,4096,20260924,2,insertion,0.002508789,1024,4095,0,16,1,16
sorted,4096,20260924,2,merge,0.057464286,84,24576,98304,65536,1,16
sorted,4096,20260924,3,insertion,0.002441406,1024,4095,0,16,1,16
sorted,4096,20260924,3,merge,0.061773810,84,24576,98304,65536,1,16
sorted,4096,20260924,3,heap,0.090245283,53,88835,145080,16,1,16
sorted,4096,20260924,4,merge,0.060035714,84,24576,98304,65536,1,16
sorted,4096,20260924,4,heap,0.096490566,53,88835,145080,16,1,16
sorted,4096,20260924,4,insertion,0.002472656,1024,4095,0,16,1,16
reversed,4096,20260922,0,merge,0.058137931,87,24576,98304,65536,1,16
reversed,4096,20260922,0,heap,0.095020833,48,82304,127590,16,1,16
reversed,4096,20260922,0,insertion,5.109000000,1,8390655,8394750,16,1,16
reversed,4096,20260922,1,heap,0.089708333,48,82304,127590,16,1,16
reversed,4096,20260922,1,insertion,5.098000000,1,8390655,8394750,16,1,16
reversed,4096,20260922,1,merge,0.060712644,87,24576,98304,65536,1,16
reversed,4096,20260922,2,insertion,4.977000000,1,8390655,8394750,16,1,16
reversed,4096,20260922,2,merge,0.058643678,87,24576,98304,65536,1,16
reversed,4096,20260922,2,heap,0.096041667,48,82304,127590,16,1,16
reversed,4096,20260922,3,merge,0.058034483,87,24576,98304,65536,1,16
reversed,4096,20260922,3,heap,0.091479167,48,82304,127590,16,1,16
reversed,4096,20260922,3,insertion,5.195000000,1,8390655,8394750,16,1,16
reversed,4096,20260922,4,heap,0.092854167,48,82304,127590,16,1,16
reversed,4096,20260922,4,insertion,5.036000000,1,8390655,8394750,16,1,16
reversed,4096,20260922,4,merge,0.060367816,87,24576,98304,65536,1,16
reversed,4096,20260923,0,heap,0.094807018,57,82304,127590,16,1,16
reversed,4096,20260923,0,insertion,5.040000000,2,8390655,8394750,16,1,16
reversed,4096,20260923,0,merge,0.058932203,59,24576,98304,65536,1,16
reversed,4096,20260923,1,insertion,5.114000000,2,8390655,8394750,16,1,16
reversed,4096,20260923,1,merge,0.058186441,59,24576,98304,65536,1,16
reversed,4096,20260923,1,heap,0.094000000,57,82304,127590,16,1,16
reversed,4096,20260923,2,merge,0.060152542,59,24576,98304,65536,1,16
reversed,4096,20260923,2,heap,0.088175439,57,82304,127590,16,1,16
reversed,4096,20260923,2,insertion,5.169500000,2,8390655,8394750,16,1,16
reversed,4096,20260923,3,heap,0.090894737,57,82304,127590,16,1,16
reversed,4096,20260923,3,insertion,5.146000000,2,8390655,8394750,16,1,16
reversed,4096,20260923,3,merge,0.056220339,59,24576,98304,65536,1,16
reversed,4096,20260923,4,insertion,5.043500000,2,8390655,8394750,16,1,16
reversed,4096,20260923,4,merge,0.060915254,59,24576,98304,65536,1,16
reversed,4096,20260923,4,heap,0.089508772,57,82304,127590,16,1,16
reversed,4096,20260924,0,insertion,5.000000000,1,8390655,8394750,16,1,16
reversed,4096,20260924,0,merge,0.059447059,85,24576,98304,65536,1,16
reversed,4096,20260924,0,heap,0.096824561,57,82304,127590,16,1,16
reversed,4096,20260924,1,merge,0.056600000,85,24576,98304,65536,1,16
reversed,4096,20260924,1,heap,0.090228070,57,82304,127590,16,1,16
reversed,4096,20260924,1,insertion,5.271000000,1,8390655,8394750,16,1,16
reversed,4096,20260924,2,heap,0.090508772,57,82304,127590,16,1,16
reversed,4096,20260924,2,insertion,4.966000000,1,8390655,8394750,16,1,16
reversed,4096,20260924,2,merge,0.060941176,85,24576,98304,65536,1,16
reversed,4096,20260924,3,insertion,4.979000000,1,8390655,8394750,16,1,16
reversed,4096,20260924,3,merge,0.057200000,85,24576,98304,65536,1,16
reversed,4096,20260924,3,heap,0.096157895,57,82304,127590,16,1,16
reversed,4096,20260924,4,merge,0.056552941,85,24576,98304,65536,1,16
reversed,4096,20260924,4,heap,0.090736842,57,82304,127590,16,1,16
reversed,4096,20260924,4,insertion,5.250000000,1,8390655,8394750,16,1,16
few_unique,4096,20260922,0,merge,0.116625000,40,42143,98304,65536,1,16
few_unique,4096,20260922,0,heap,0.098500000,48,77973,121008,16,0,16
few_unique,4096,20260922,0,insertion,2.244000000,3,3649936,3649407,16,1,16
few_unique,4096,20260922,1,heap,0.097895833,48,77973,121008,16,0,16
few_unique,4096,20260922,1,insertion,2.261666667,3,3649936,3649407,16,1,16
few_unique,4096,20260922,1,merge,0.117550000,40,42143,98304,65536,1,16
few_unique,4096,20260922,2,insertion,2.195333333,3,3649936,3649407,16,1,16
few_unique,4096,20260922,2,merge,0.122750000,40,42143,98304,65536,1,16
few_unique,4096,20260922,2,heap,0.103833333,48,77973,121008,16,0,16
few_unique,4096,20260922,3,merge,0.118075000,40,42143,98304,65536,1,16
few_unique,4096,20260922,3,heap,0.100395833,48,77973,121008,16,0,16
few_unique,4096,20260922,3,insertion,2.262333333,3,3649936,3649407,16,1,16
few_unique,4096,20260922,4,heap,0.097583333,48,77973,121008,16,0,16
few_unique,4096,20260922,4,insertion,2.312666667,3,3649936,3649407,16,1,16
few_unique,4096,20260922,4,merge,0.120025000,40,42143,98304,65536,1,16
few_unique,4096,20260923,0,heap,0.102297872,47,77129,119481,16,0,16
few_unique,4096,20260923,0,insertion,2.242000000,3,3656748,3656251,16,1,16
few_unique,4096,20260923,0,merge,0.116153846,39,42309,98304,65536,1,16
few_unique,4096,20260923,1,insertion,2.265666667,3,3656748,3656251,16,1,16
few_unique,4096,20260923,1,merge,0.119153846,39,42309,98304,65536,1,16
few_unique,4096,20260923,1,heap,0.098702128,47,77129,119481,16,0,16
few_unique,4096,20260923,2,merge,0.119794872,39,42309,98304,65536,1,16
few_unique,4096,20260923,2,heap,0.104212766,47,77129,119481,16,0,16
few_unique,4096,20260923,2,insertion,2.147000000,3,3656748,3656251,16,1,16
few_unique,4096,20260923,3,heap,0.098702128,47,77129,119481,16,0,16
few_unique,4096,20260923,3,insertion,2.258666667,3,3656748,3656251,16,1,16
few_unique,4096,20260923,3,merge,0.116820513,39,42309,98304,65536,1,16
few_unique,4096,20260923,4,insertion,2.272666667,3,3656748,3656251,16,1,16
few_unique,4096,20260923,4,merge,0.117717949,39,42309,98304,65536,1,16
few_unique,4096,20260923,4,heap,0.097702128,47,77129,119481,16,0,16
few_unique,4096,20260924,0,insertion,2.239666667,3,3641438,3640918,16,1,16
few_unique,4096,20260924,0,merge,0.115315789,38,42159,98304,65536,1,16
few_unique,4096,20260924,0,heap,0.100243902,41,76825,118989,16,0,16
few_unique,4096,20260924,1,merge,0.125684211,38,42159,98304,65536,1,16
few_unique,4096,20260924,1,heap,0.093926829,41,76825,118989,16,0,16
few_unique,4096,20260924,1,insertion,2.219666667,3,3641438,3640918,16,1,16
few_unique,4096,20260924,2,heap,0.101878049,41,76825,118989,16,0,16
few_unique,4096,20260924,2,insertion,2.210333333,3,3641438,3640918,16,1,16
few_unique,4096,20260924,2,merge,0.115473684,38,42159,98304,65536,1,16
few_unique,4096,20260924,3,insertion,2.246000000,3,3641438,3640918,16,1,16
few_unique,4096,20260924,3,merge,0.119552632,38,42159,98304,65536,1,16
few_unique,4096,20260924,3,heap,0.096024390,41,76825,118989,16,0,16
few_unique,4096,20260924,4,merge,0.122236842,38,42159,98304,65536,1,16
few_unique,4096,20260924,4,heap,0.104975610,41,76825,118989,16,0,16
few_unique,4096,20260924,4,insertion,2.145666667,3,3641438,3640918,16,1,16
nearly_sorted,4096,20260922,0,merge,0.059448276,87,24597,98304,65536,1,16
nearly_sorted,4096,20260922,0,heap,0.098137255,51,88854,144780,16,1,16
nearly_sorted,4096,20260922,0,insertion,0.002798828,1024,4175,120,16,1,16
nearly_sorted,4096,20260922,1,heap,0.101490196,51,88854,144780,16,1,16
nearly_sorted,4096,20260922,1,insertion,0.002788086,1024,4175,120,16,1,16
nearly_sorted,4096,20260922,1,merge,0.060804598,87,24597,98304,65536,1,16
nearly_sorted,4096,20260922,2,insertion,0.002783203,1024,4175,120,16,1,16
nearly_sorted,4096,20260922,2,merge,0.059724138,87,24597,98304,65536,1,16
nearly_sorted,4096,20260922,2,heap,0.100980392,51,88854,144780,16,1,16
nearly_sorted,4096,20260922,3,merge,0.058620690,87,24597,98304,65536,1,16
nearly_sorted,4096,20260922,3,heap,0.100156863,51,88854,144780,16,1,16
nearly_sorted,4096,20260922,3,insertion,0.003079102,1024,4175,120,16,1,16
nearly_sorted,4096,20260922,4,heap,0.097313725,51,88854,144780,16,1,16
nearly_sorted,4096,20260922,4,insertion,0.002906250,1024,4175,120,16,1,16
nearly_sorted,4096,20260922,4,merge,0.060011494,87,24597,98304,65536,1,16
nearly_sorted,4096,20260923,0,heap,0.098264151,53,88851,144954,16,1,16
nearly_sorted,4096,20260923,0,insertion,0.002869000,1000,4175,120,16,1,16
nearly_sorted,4096,20260923,0,merge,0.059256098,82,24596,98304,65536,1,16
nearly_sorted,4096,20260923,1,insertion,0.003088000,1000,4175,120,16,1,16
nearly_sorted,4096,20260923,1,merge,0.059182927,82,24596,98304,65536,1,16
nearly_sorted,4096,20260923,1,heap,0.098622642,53,88851,144954,16,1,16
nearly_sorted,4096,20260923,2,merge,0.059609756,82,24596,98304,65536,1,16
nearly_sorted,4096,20260923,2,heap,0.093754717,53,88851,144954,16,1,16
nearly_sorted,4096,20260923,2,insertion,0.002873000,1000,4175,120,16,1,16
nearly_sorted,4096,20260923,3,heap,0.093377358,53,88851,144954,16,1,16
nearly_sorted,4096,20260923,3,insertion,0.002896000,1000,4175,120,16,1,16
nearly_sorted,4096,20260923,3,merge,0.061451220,82,24596,98304,65536,1,16
nearly_sorted,4096,20260923,4,insertion,0.002838000,1000,4175,120,16,1,16
nearly_sorted,4096,20260923,4,merge,0.062695122,82,24596,98304,65536,1,16
nearly_sorted,4096,20260923,4,heap,0.090981132,53,88851,144954,16,1,16
nearly_sorted,4096,20260924,0,insertion,0.002981445,1024,4175,120,16,1,16
nearly_sorted,4096,20260924,0,merge,0.059207317,82,24595,98304,65536,1,16
nearly_sorted,4096,20260924,0,heap,0.094703704,54,88859,145014,16,1,16
nearly_sorted,4096,20260924,1,merge,0.060914634,82,24595,98304,65536,1,16
nearly_sorted,4096,20260924,1,heap,0.097481481,54,88859,145014,16,1,16
nearly_sorted,4096,20260924,1,insertion,0.002855469,1024,4175,120,16,1,16
nearly_sorted,4096,20260924,2,heap,0.100018519,54,88859,145014,16,1,16
nearly_sorted,4096,20260924,2,insertion,0.002780273,1024,4175,120,16,1,16
nearly_sorted,4096,20260924,2,merge,0.061707317,82,24595,98304,65536,1,16
nearly_sorted,4096,20260924,3,insertion,0.003766602,1024,4175,120,16,1,16
nearly_sorted,4096,20260924,3,merge,0.060097561,82,24595,98304,65536,1,16
nearly_sorted,4096,20260924,3,heap,0.092796296,54,88859,145014,16,1,16
nearly_sorted,4096,20260924,4,merge,0.060060976,82,24595,98304,65536,1,16
nearly_sorted,4096,20260924,4,heap,0.097000000,54,88859,145014,16,1,16
